sample,tree,site,origin,range,Otu698,Otu423,Otu904,Otu873,Otu1,Otu180,Otu33,Otu731,Otu825,Otu717,Otu232,Otu899,Otu1200,Otu579,Otu858,Otu373,Otu870,Otu908,Otu779,Otu547,Otu551,Otu235,Otu2,Otu902,Otu767,Otu637,Otu47,Otu771,Otu190,Otu545,Otu909,Otu31,Otu903,Otu636,Otu78,Otu1010,Otu382,Otu894,Otu900,Otu917,Otu57,Otu919,Otu6,Otu907,Otu867,Otu913,Otu918,Otu710,Otu910,Otu896,Otu869,Otu922,Otu872,Otu898,Otu897,Otu868,Otu866,Otu890,Otu893,Otu594,Otu1007,Otu921,Otu131,Otu859,Otu558,Otu468,Otu1090,Otu1009,Otu81,Otu437,Otu1008,Otu451,Otu181,Otu912,Otu916,Otu997,Otu906,Otu861,Otu911,Otu556,Otu1006,Otu946,Otu871,Otu469,Otu37,Otu381,Otu1139,Otu914,Otu915,Otu678,Otu448,Otu1049,Otu892,Otu332,Otu90,Otu640,Otu97,Otu895,Otu114,Otu891,Otu502,Otu942,Otu782,Otu920,Otu168,Otu216,Otu647,Otu467,Otu458,Otu941,Otu407,Otu791,Otu176,Otu308,Otu975,Otu559,Otu665,Otu812,Otu74,Otu213,Otu375,Otu522,Otu1212,Otu346,Otu797,Otu167,Otu46,Otu272,Otu1157,Otu673,Otu124,Otu169,Otu416,Otu291,Otu22,Otu372,Otu1073,Otu69,Otu1083,Otu7,Otu519,Otu511,Otu23,Otu1067,Otu955,Otu5,Otu504,Otu183,Otu642,Otu146,Otu275,Otu208,Otu1122,Otu228,Otu134,Otu1097,Otu62,Otu263,Otu70,Otu1143,Otu1194,Otu115,Otu977,Otu454,Otu101,Otu51,Otu14,Otu684,Otu105,Otu60,Otu25,Otu507,Otu161,Otu686,Otu422,Otu185,Otu395,Otu184,Otu110,Otu96,Otu93,Otu189,Otu20,Otu71,Otu244,Otu1174,Otu306,Otu400,Otu52,Otu300,Otu492,Otu566,Otu738,Otu106,Otu704,Otu162,Otu542,Otu377,Otu153,Otu324,Otu178,Otu923,Otu425,Otu1092,Otu166,Otu344,Otu477,Otu265,Otu237,Otu444,Otu67,Otu1066,Otu292,Otu82,Otu248,Otu327,Otu241,Otu953,Otu319,Otu792,Otu240,Otu289,Otu905,Otu449,Otu810,Otu808,Otu301,Otu80,Otu860,Otu24,Otu784,Otu154,Otu758,Otu838,Otu127,Otu220,Otu227,Otu465,Otu361,Otu799,Otu971,Otu959,Otu828,Otu135,Otu719,Otu147,Otu79,Otu783,Otu956,Otu786,Otu785,Otu584,Otu506,Otu314,Otu470,Otu77,Otu249,Otu175,Otu476,Otu345,Otu113,Otu360,Otu182,Otu63,Otu303,Otu84,Otu118,Otu405,Otu9,Otu243,Otu211,Otu581,Otu152,Otu261,Otu635,Otu888,Otu206,Otu121,Otu100,Otu156,Otu927,Otu145,Otu656,Otu1053,Otu1089,Otu711,Otu884,Otu989,Otu606,Otu1087,Otu930,Otu392,Otu19,Otu473,Otu885,Otu813,Otu811,Otu48,Otu273,Otu117,Otu429,Otu461,Otu83,Otu36,Otu599,Otu996,Otu11,Otu1164,Otu1061,Otu1060,Otu43,Otu1099,Otu39,Otu126,Otu929,Otu924,Otu264,Otu1034,Otu485,Otu701,Otu1064,Otu1040,Otu954,Otu1150,Otu1039,Otu576,Otu287,Otu659,Otu40,Otu192,Otu343,Otu28,Otu128,Otu552,Otu354,Otu260,Otu13,Otu676,Otu426,Otu336,Otu883,Otu112,Otu242,Otu310,Otu385,Otu530,Otu45,Otu333,Otu571,Otu1197,Otu484,Otu165,Otu125,Otu174,Otu342,Otu177,Otu794,Otu245,Otu370,Otu497,Otu188,Otu644,Otu3,Otu222,Otu483,Otu335,Otu882,Otu1035,Otu457,Otu1125,Otu735,Otu1055,Otu499,Otu713,Otu493,Otu130,Otu1121,Otu675,Otu546,Otu280,Otu619,Otu486,Otu397,Otu86,Otu528,Otu246,Otu129,Otu297,Otu597,Otu50,Otu304,Otu754,Otu1019,Otu1070,Otu978,Otu514,Otu1069,Otu773,Otu596,Otu277,Otu1004,Otu309,Otu111,Otu312,Otu503,Otu488,Otu583,Otu498,Otu628,Otu8,Otu221,Otu363,Otu524,Otu958,Otu419,Otu99,Otu362,Otu12,Otu889,Otu979,Otu268,Otu501,Otu660,Otu1153,Otu881,Otu374,Otu164,Otu658,Otu972,Otu284,Otu393,Otu482,Otu1120,Otu973,Otu274,Otu572,Otu27,Otu1076,Otu365,Otu389,Otu592,Otu663,Otu445,Otu633,Otu136,Otu453,Otu195,Otu1154,Otu378,Otu417,Otu302,Otu607,Otu626,Otu540,Otu414,Otu348,Otu390,Otu1071,Otu655,Otu29,Otu464,Otu800,Otu479,Otu1107,Otu553,Otu752,Otu645,Otu1062,Otu1178,Otu595,Otu618,Otu18,Otu269,Otu102,Otu34,Otu358,Otu774,Otu935,Otu591,Otu21,Otu671,Otu829,Otu215,Otu254,Otu952,Otu548,Otu1219,Otu1075,Otu598,Otu529,Otu403,Otu207,Otu1119,Otu282,Otu1080,Otu376,Otu670,Otu516,Otu474,Otu847,Otu856,Otu1221,Otu1220,Otu765,Otu681,Otu760,Otu702,Otu703,Otu68,Otu352,Otu55,Otu608,Otu10,Otu35,Otu286,Otu359,Otu455,Otu604,Otu366,Otu639,Otu155,Otu518,Otu173,Otu225,Otu318,Otu109,Otu64,Otu75,Otu1056,Otu1081,Otu475,Otu844,Otu1108,Otu150,Otu845,Otu587,Otu411,Otu790,Otu986,Otu943,Otu491,Otu238,Otu299,Otu391,Otu73,Otu386,Otu650,Otu230,Otu149,Otu61,Otu92,Otu355,Otu428,Otu53,Otu481,Otu1088,Otu410,Otu621,Otu1096,Otu1105,Otu513,Otu98,Otu44,Otu772,Otu796,Otu747,Otu456,Otu722,Otu478,Otu223,Otu945,Otu330,Otu748,Otu757,Otu142,Otu736,Otu250,Otu835,Otu677,Otu721,Otu848,Otu939,Otu695,Otu853,Otu832,Otu852,Otu707,Otu957,Otu1126,Otu841,Otu496,Otu777,Otu107,Otu157,Otu201,Otu298,Otu494,Otu557,Otu271,Otu104,Otu210,Otu143,Otu259,Otu399,Otu568,Otu630,Otu653,Otu849,Otu855,Otu934,Otu186,Otu780,Otu94,Otu196,Otu349,Otu526,Otu612,Otu555,Otu539,Otu550,Otu613,Otu137,Otu632,Otu16,Otu593,Otu89,Otu59,Otu120,Otu353,Otu163,Otu32,Otu951,Otu631,Otu452,Otu252,Otu523,Otu510,Otu420,Otu487,Otu536,Otu172,Otu531,Otu224,Otu202,Otu615,Otu544,Otu603,Otu1082,Otu427,Otu204,Otu696,Otu415,Otu402,Otu339,Otu200,Otu95,Otu404,Otu577,Otu1047,Otu133,Otu505,Otu1203,Otu709,Otu1214,Otu1188,Otu1187,Otu674,Otu733,Otu761,Otu1093,Otu1094,Otu1091,Otu408,Otu1182,Otu739,Otu512,Otu1116,Otu509,Otu1129,Otu543,Otu990,Otu991,Otu1003,Otu1217,Otu1183,Otu999,Otu993,Otu1048,Otu1012,Otu712,Otu1180,Otu1218,Otu1132,Otu1181,Otu1017,Otu87,Otu278,Otu72,Otu193,Otu42,Otu26,Otu266,Otu229,Otu338,Otu199,Otu307,Otu294,Otu132,Otu562,Otu15,Otu661,Otu30,Otu563,Otu669,Otu258,Otu337,Otu527,Otu290,Otu662,Otu418,Otu38,Otu1158,Otu471,Otu231,Otu981,Otu91,Otu535,Otu257,Otu770,Otu688,Otu798,Otu668,Otu1063,Otu313,Otu66,Otu1095,Otu1085,Otu1098,Otu472,Otu691,Otu58,Otu821,Otu1199,Otu1086,Otu256,Otu139,Otu649,Otu218,Otu807,Otu138,Otu217,Otu987,Otu687,Otu141,Otu689,Otu436,Otu1123,Otu219,Otu1044,Otu532,Otu285,Otu1023,Otu657,Otu775,Otu406,Otu401,Otu984,Otu534,Otu1052,Otu795,Otu692,Otu1191,Otu396,Otu880,Otu1057,Otu460,Otu49,Otu321,Otu1198,Otu315,Otu334,Otu966,Otu554,Otu140,Otu489,Otu749,Otu459,Otu617,Otu65,Otu580,Otu159,Otu123,Otu380,Otu41,Otu197,Otu88,Otu1196,Otu205,Otu316,Otu247,Otu179,Otu878,Otu398,Otu288,Otu450,Otu116,Otu863,Otu329,Otu262,Otu379,Otu610,Otu1054,Otu970,Otu820,Otu862,Otu620,Otu1147,Otu251,Otu623,Otu879,Otu1101,Otu567,Otu726,Otu331,Otu1142,Otu762,Otu629,Otu560,Otu745,Otu239,Otu850,Otu851,Otu781,Otu384,Otu270,Otu4,Otu641,Otu170,Otu383,Otu962,Otu1225,Otu435,Otu1112,Otu590,Otu442,Otu233,Otu413,Otu824,Otu356,Otu541,Otu876,Otu561,Otu725,Otu443,Otu447,Otu517,Otu815,Otu887,Otu434,Otu1184,Otu236,Otu963,Otu463,Otu320,Otu56,Otu969,Otu421,Otu886,Otu322,Otu727,Otu148,Otu624,Otu1106,Otu388,Otu679,Otu654,Otu680,Otu803,Otu700,Otu968,Otu549,Otu602,Otu776,Otu652,Otu685,Otu682,Otu960,Otu643,Otu646,Otu625,Otu925,Otu565,Otu1229,Otu171,Otu622,Otu1115,Otu1102,Otu440,Otu816,Otu1109,Otu609,Otu586,Otu1185,Otu574,Otu743,Otu840,Otu1179,Otu431,Otu1079,Otu616,Otu151,Otu836,Otu438,Otu500,Otu1223,Otu837,Otu570,Otu875,Otu578,Otu1078,Otu874,Otu575,Otu778,Otu1030,Otu877,Otu936,Otu787,Otu1042,Otu638,Otu814,Otu744,Otu573,Otu965,Otu582,Otu1025,Otu1077,Otu964,Otu961,Otu982,Otu967,Otu1011,Otu495,Otu718,Otu409,Otu1190,Otu1177,Otu683,Otu672,Otu85,Otu1173,Otu1013,Otu203,Otu1110,Otu1192,Otu819,Otu520,Otu728,Otu1118,Otu1113,Otu755,Otu1175,Otu1186,Otu1201,Otu341,Otu1046,Otu347,Otu708,Otu705,Otu1038,Otu1133,Otu817,Otu369,Otu340,Otu1222,Otu1176,Otu1230,Otu1014,Otu1111,Otu666,Otu1224,Otu1117,Otu234,Otu1138,Otu1148,Otu1146,Otu1029,Otu994,Otu753,Otu1189,Otu1028,Otu1114,Otu1231,Otu1005,Otu480,Otu998,Otu1037,Otu357,Otu1041,Otu1036,Otu740,Otu1018,Otu1015,Otu1045,Otu1124,Otu1002,Otu1001,Otu424,Otu1162,Otu1172,Otu1161,Otu569,Otu601,Otu394,Otu466,Otu983,Otu537,Otu605,Otu1155,Otu750,Otu521,Otu732,Otu940,Otu864,Otu253,Otu865,Otu432,Otu119,Otu144,Otu462,Otu651,Otu368,Otu980,Otu564,Otu950,Otu1165,Otu1074,Otu439,Otu515,Otu326,Otu857,Otu809,Otu933,Otu769,Otu976,Otu842,Otu839,Otu854,Otu364,Otu793,Otu742,Otu938,Otu267,Otu1068,Otu1065,Otu627,Otu949,Otu818,Otu846,Otu988,Otu367,Otu214,Otu209,Otu1050,Otu296,Otu834,Otu833,Otu948,Otu831,Otu928,Otu830,Otu1127,Otu490,Otu350,Otu430,Otu741,Otu1202,Otu1206,Otu1195,Otu759,Otu724,Otu1227,Otu1171,Otu1226,Otu763,Otu715,Otu1207,Otu716,Otu804,Otu1131,Otu822,Otu1209,Otu1216,Otu1024,Otu697,Otu1215,Otu1211,Otu823,Otu1022,Otu1020,Otu826,Otu1205,Otu699,Otu801,Otu706,Otu1193,Otu1021,Otu1032,Otu1128,Otu1136,Otu1043,Otu508,Otu827,Otu1210,Otu694,Otu325,Otu1168,Otu734,Otu690,Otu789,Otu730,Otu1137,Otu103,Otu1204,Otu1208,Otu76,Otu525,Otu122,Otu720,Otu729,Otu1141,Otu1144,Otu323,Otu1167,Otu1130,Otu1140,Otu1135,Otu1152,Otu1031,Otu611,Otu1058,Otu788,Otu1170,Otu1159,Otu1149,Otu1156,Otu1163,Otu806,Otu751,Otu1228,Otu1026,Otu693,Otu433,Otu1000,Otu1160,Otu746,Otu723,Otu714,Otu1016,Otu764,Otu667,Otu158,Otu805,Otu1134,Otu311,Otu1151,Otu766,Otu802,Otu1166,Otu1027,Otu1033,Otu634,Otu585,Otu648,Otu191,Otu279,Otu305,Otu664,Otu588,Otu1100,Otu1059,Otu843,Otu600,Otu1104,Otu1169,Otu944,Otu533,Otu538,Otu212,Otu198,Otu351,Otu1072,Otu54,Otu293,Otu160,Otu108,Otu283,Otu17,Otu281,Otu985,Otu276,Otu1103,Otu1213,Otu589,Otu187,Otu317,Otu226,Otu194,Otu328,Otu1145,Otu614,Otu974,Otu1084,Otu255,Otu371,Otu441,Otu387,Otu446,Otu932,Otu737,Otu937,Otu926,Otu768,Otu995,Otu295,Otu992,Otu931,Otu1051
B11c,B11,B1,CultureBased,Bradshaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B11,B11,B1,CultureFree,Bradshaw,0,0,0,0,0,0,0,0,0,182,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,114,520,583,3743,0,43,0,854,0,307,86,100,129,0,26,48,107,201,25,31,0,234,83,124,1,28,74,11,35,46,25,80,3,22,2,0,4,0,31,15,1,15,15,1,1,1,2,1,11,3,10,1,1,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B12c,B12,B1,CultureBased,Bradshaw,17,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
