Site,range,lat,dist.cont,dist.closest.site,dist.closest.forest,BIO1,BIO7,BIO12,BIO16,BIO17,forest,env.pca,clim.pca,OTU,count,Class.TBAS,Class.Blast
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu46,2,Sordariomycetes,Dothideomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu46,2,Sordariomycetes,Dothideomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu687,2,Sordariomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu905,2,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu132,2,Dothideomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu899,2,Dothideomycetes,Dothideomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu1145,2,Lecanoromycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu695,2,Leotiomycetes,Leotiomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu450,2,Sordariomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu889,2,Sordariomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu305,2,Dothideomycetes,Dothideomycetes
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu155,2,Dothideomycetes,Dothideomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu694,2,Dothideomycetes,Dothideomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu99,2,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu109,2,Sordariomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu47,2,Sordariomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu115,2,Dothideomycetes,Dothideomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu317,2,Sordariomycetes,Taphrinomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu620,2,Lichinomycetes,Eurotiomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu615,2,Saccharomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu208,2,Leotiomycetes,Leotiomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu532,2,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu39,2,Dothideomycetes,Dothideomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu378,2,Dothideomycetes,Dothideomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu898,2,Leotiomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu722,2,Saccharomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu634,2,Saccharomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu637,2,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu473,2,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu846,2,Leotiomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu950,2,Lichinomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu951,2,Leotiomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu949,2,Dothideomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu943,2,Lecanoromycetes,Lecanoromycetes
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu753,2,Saccharomycetes,Saccharomycetes
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu844,2,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu306,2,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu781,2,Sordariomycetes,Sordariomycetes
M3,MogollonRim,34.50171,35.95754316,16.157814,0,8.074092669,37.58792467,655.5913189,233.5363566,61,pine,-2.101814545,-1.877165706,Otu237,2,Dothideomycetes,NA
N3,Mingus,34.69547,62.05212915,42.16481,41.56598677,8.633623815,32.55756091,662.3543784,241.9359952,63.0551976,pine,-1.953202048,-1.699237337,Otu672,2,Leotiomycetes,Leotiomycetes
N3,Mingus,34.69547,62.05212915,42.16481,41.56598677,8.633623815,32.55756091,662.3543784,241.9359952,63.0551976,pine,-1.953202048,-1.699237337,Otu191,2,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu254,2,Schizosaccharomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu54,2,Dothideomycetes,Dothideomycetes
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu263,2,Sordariomycetes,Agaricomycetes
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu172,2,Sordariomycetes,Agaricomycetes
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu327,2,Leotiomycetes,NA
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu10,2,Sordariomycetes,Agaricomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu111,3,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu525,3,Pezizomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu350,3,Dothideomycetes,NA
B1,Bradshaw,34.41944,89.87274476,42.16481,42.16481,9.217311274,32.21681317,623.7916045,241.6878022,56.1672,pine-Doug fir,-0.535773714,-1.072355897,Otu1000,3,Eurotiomycetes,NA
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu842,3,Dothideomycetes,Dothideomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu303,3,Dothideomycetes,NA
B1,Bradshaw,34.41944,89.87274476,42.16481,42.16481,9.217311274,32.21681317,623.7916045,241.6878022,56.1672,pine-Doug fir,-0.535773714,-1.072355897,Otu169,3,Dothideomycetes,Dothideomycetes
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu247,3,Dothideomycetes,NA
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu107,3,Dothideomycetes,Dothideomycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu789,3,Saccharomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu52,3,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu244,3,Dothideomycetes,Dothideomycetes
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu913,3,Leotiomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu240,3,Dothideomycetes,NA
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu645,3,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu645,3,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu442,3,Orbiliomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu402,3,Dothideomycetes,Leotiomycetes
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu82,3,Dothideomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu209,3,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu165,3,Dothideomycetes,NA
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu271,3,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu25,3,Saccharomycetes,NA
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu293,3,Saccharomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu256,3,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu780,3,Dothideomycetes,Dothideomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu780,3,Dothideomycetes,Dothideomycetes
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu141,3,Leotiomycetes,Leotiomycetes
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu1112,3,Dothideomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu1112,3,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu1112,3,Dothideomycetes,NA
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu381,3,Dothideomycetes,Dothideomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu68,3,Dothideomycetes,Dothideomycetes
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu40,3,Saccharomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu397,3,Dothideomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu60,3,Sordariomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu586,3,Dothideomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu260,3,Pezizomycetes,Pezizomycetes
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu241,3,Dothideomycetes,Arthoniomycetes
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu43,3,Dothideomycetes,Dothideomycetes
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu348,3,Sordariomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu30,3,Dothideomycetes,Leotiomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu470,3,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu470,3,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu1087,3,Sordariomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu168,3,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu246,3,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu246,3,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu735,3,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu735,3,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu238,3,Dothideomycetes,Dothideomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu135,3,Sordariomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu612,3,Arthoniomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu210,3,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu5,3,Dothideomycetes,Dothideomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu420,3,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu185,3,Eurotiomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu185,3,Eurotiomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu152,3,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu363,3,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu363,3,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu94,3,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu94,3,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu698,3,Saccharomycetes,Tremellomycetes
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu390,3,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu385,3,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu51,3,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu437,3,Saccharomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu110,3,Eurotiomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu79,3,Dothideomycetes,NA
